iso1,iso2,dist,weeks,pair_location
FF31_01-0024-00.1,FF31_01-0032-00-B.1,9680,1.6,Same
FF31_01-0024-00.1,FF31_01-0043-00.1,1988,3.9,Same
FF31_01-0024-00.1,FF31_01-0046-00.1,10462,5.1,Same
FF31_01-0024-00.1,FF31_01-0057-00.1,1,6.7,Same
FF31_01-0024-00.1,FF31_01-0062-00.1,3,8,Same
FF31_01-0024-00.1,FF31_01-0070-00.1,9513,10.1,Same
FF31_01-0024-00.1,FF31_01-0075-00.1,15,11.7,Same
FF31_01-0024-00.1,FF31_01-0076-00.1,3,12.1,Same
FF31_01-0024-00.1,FF31_01-0108-00.1,9977,20.3,Same
FF31_01-0024-00.1,FF31_01-0124-00.1,9577,24.9,Same
FF31_01-0024-00.1,FF31_01-0125-00.1,9989,25.3,Same
FF31_01-0024-00.1,FF31_01-0126-00.1,9645,25.1,Same
FF31_01-0024-00.1,FF33_06-0002-00,9541,13.1,Different
FF31_01-0024-00.1,FF33_06-0003-00,6561,12.4,Different
FF31_01-0024-00.1,FF33_06-0013-00,9684,6.9,Different
FF31_01-0024-00.1,FF33_06-0029-00,9923,1.6,Different
FF31_01-0024-00.1,FF33_06-0035-00,9529,0.6,Different
FF31_01-0024-00.1,FF33_06-0039-00,9545,3.6,Different
FF31_01-0024-00.1,FF33_06-0045-00,9857,2.4,Different
FF31_01-0024-00.1,FF33_06-0046-00,9531,3.1,Different
FF31_01-0024-00.1,FF33_06-0047-00,9542,3,Different
FF31_01-0024-00.1,FF33_06-0056-00,9525,7,Different
FF31_01-0024-00.1,FF33_06-0063-00,9823,8.4,Different
FF31_01-0024-00.1,FF33_06-0071-00,10439,9.3,Different
FF31_01-0024-00.1,FF33_06-0077-00,9215,14.7,Different
FF31_01-0024-00.1,FF33_06-0078-00,10495,12,Different
FF31_01-0024-00.1,FF33_06-0083-00,10490,14.1,Different
FF31_01-0024-00.1,FF33_06-0084-00,10483,14.6,Different
FF31_01-0024-00.1,FF33_06-0096-00,10479,16,Different
