iso1,iso2,dist,weeks,pair_location
BG113,BG1133,9691,30.9,Different
BG113,BG1138,9500,30.9,Different
BG113,BG1141,9494,30.4,Different
BG113,BG1142,9912,30.9,Different
BG113,BG1153,9495,31.9,Different
BG113,BG1165,6752,33.6,Different
BG113,BG1173,9775,33,Different
BG113,BG127,9295,0.3,Different
BG113,BG1305,9402,34.9,Same
BG113,BG1308,9635,33.6,Same
BG113,BG1314,9493,33.9,Different
BG113,BG1315,9507,32.9,Different
BG113,BG1317,10021,34.1,Different
BG113,BG1318,9491,33.6,Different
BG113,BG1320,9487,34.6,Different
BG113,BG150,9988,0.7,Different
BG113,BG1517,9510,36,Different
BG113,BG1519,9510,33.7,Different
BG113,BG1524,8578,36.9,Different
BG113,BG164,9735,2.1,Different
BG113,BG1679,9872,35.1,Different
BG113,BG1723,9962,38.9,Different
BG113,BG1850,9542,39.1,Same
BG113,BG1956,9780,41.6,Different
BG113,BG1969,9875,43.7,Different
BG113,BG1997,9968,44.9,Different
BG113,BG1999,9382,44.9,Different
BG113,BG2000,9766,43.9,Different
BG113,BG2032,9613,44.6,Different
BG113,BG2035,9883,44.7,Different
BG113,BG2036,9885,44.6,Different
BG113,BG2046,40,45.1,Different
BG113,BG2047,42,43.7,Different
BG113,BG2048,9396,45.3,Same
BG113,BG2053,10316,46,Different
BG113,BG213,9733,8.7,Same
BG113,BG214,9733,10.1,Same
BG113,BG2144,9624,49.9,Same
BG113,BG215,9734,9.6,Same
BG113,BG2170,9615,47.4,Same
BG113,BG218,9733,8.7,Same
BG113,BG219,9731,9.1,Same
BG113,BG222,9733,8.6,Same
BG113,BG223,9733,9,Same
BG113,BG224,9733,9.7,Same
BG113,BG238,31,1.9,Different
BG113,BG243,9386,0.7,Different
BG113,BG249,9633,3.1,Different
BG113,BG254,9489,7.7,Same
BG113,BG255,9733,7.9,Same
BG113,BG258,9489,7,Same
BG113,BG259,9489,6.9,Same
BG113,BG263,9731,6.3,Same
BG113,BG264,9734,6.6,Same
BG113,BG265,2,1.6,Same
BG113,BG271,9727,12.1,Same
BG113,BG272,9734,11.1,Same
BG113,BG28,9976,0.4,Different
BG113,BG298,36,3.6,Different
BG113,BG303,36,4.6,Different
BG113,BG307,30,4,Different
BG113,BG308,9676,3.7,Different
BG113,BG309,9676,3.6,Different
BG113,BG31,9988,0.4,Different
BG113,BG310,31,1.9,Different
BG113,BG313,9971,6.1,Same
BG113,BG314,9733,4.1,Same
BG113,BG315,9489,5.9,Same
BG113,BG316,9734,13.6,Same
BG113,BG317,9491,13.7,Same
BG113,BG319,9652,11.1,Different
BG113,BG32,9489,1,Same
BG113,BG321,9912,12.3,Different
BG113,BG332,9905,7.6,Different
BG113,BG333,7750,7.1,Different
BG113,BG337,9895,5.9,Different
BG113,BG344,30,4.6,Different
BG113,BG353,8493,1.7,Different
BG113,BG354,9735,3.1,Different
BG113,BG361,9489,3.1,Different
BG113,BG370,9386,7.1,Different
BG113,BG374,9899,7.9,Different
BG113,BG375,9905,8.3,Different
BG113,BG377,42,8.4,Different
BG113,BG379,40,8.4,Different
BG113,BG382,9845,9.1,Different
BG113,BG383,40,9.1,Different
BG113,BG387,9905,8.7,Different
BG113,BG392,9386,9.1,Different
BG113,BG402,9723,10.3,Different
BG113,BG405,9448,14.9,Same
BG113,BG421,9905,9.4,Different
BG113,BG435,40,12.3,Different
BG113,BG441,9904,13.3,Different
BG113,BG442,9402,10.6,Same
BG113,BG443,37,15.1,Different
BG113,BG444,37,15.6,Different
BG113,BG449,9733,15.4,Same
BG113,BG453,9793,12.9,Different
BG113,BG454,9444,12.6,Different
BG113,BG455,9634,11.6,Different
BG113,BG456,30,11.7,Different
BG113,BG458,9905,10.7,Different
BG113,BG463,9886,13.6,Different
BG113,BG465,8761,13.7,Different
BG113,BG470,1868,12.9,Different
BG113,BG473,9468,14.7,Different
BG113,BG474,9444,14.4,Different
BG113,BG475,9998,14.6,Different
BG113,BG515,9306,19.3,Different
BG113,BG517,9904,19.1,Different
BG113,BG521,9577,18.9,Different
BG113,BG533,39,16.6,Different
BG113,BG540,36,16.9,Different
BG113,BG541,9128,20.3,Different
BG113,BG555,9402,20.6,Different
BG113,BG564,6751,21.4,Different
BG113,BG566,9642,20.9,Different
BG113,BG594,30,24,Different
BG113,BG64,8755,0.7,Different
BG113,BG65,8497,1.9,Different
BG113,BG661,9657,23.1,Different
BG113,BG662,9657,23.3,Different
BG113,BG668,9635,24.4,Different
BG113,BG670,9639,23.3,Different
BG113,BG678,10321,25.3,Different
BG113,BG710,9616,7.4,Different
BG113,BG72,9590,1.3,Different
BG113,BG74,10347,1.3,Different
BG113,BG767,9659,23.4,Different
BG113,BG774,9659,24.6,Different
BG113,BG780,9904,25.9,Different
BG113,BG83,9628,0.3,Different
BG113,BG88,9988,0.3,Different
BG113,BG948,9977,30.1,Different
BG113,BG95,9533,0.1,Different
BG113,BG952,9658,50.6,Different
BG113,BG984,31,31,Different
BG113,BG987,9650,30.6,Same
BG1133,BG1138,9313,0,Different
BG1133,BG1141,9307,0.4,Different
BG1133,BG1142,10406,0,Different
BG1133,BG1153,9308,1,Different
BG1133,BG1165,9925,2.7,Different
BG1133,BG1173,10063,2.1,Different
BG1133,BG127,9341,30.6,Different
BG1133,BG1305,9955,4,Different
BG1133,BG1308,9968,2.7,Different
BG1133,BG1314,9306,3,Different
BG1133,BG1315,9327,2,Same
BG1133,BG1317,10459,3.3,Different
BG1133,BG1318,9304,2.7,Different
BG1133,BG1320,9628,3.7,Different
BG1133,BG150,10506,30.1,Different
BG1133,BG1517,9725,5.1,Different
BG1133,BG1519,9725,2.9,Different
BG1133,BG1524,10152,6,Different
BG1133,BG164,9543,28.7,Different
BG1133,BG1679,10569,4.3,Different
BG1133,BG1723,10448,8,Different
BG1133,BG1850,9404,8.3,Different
BG1133,BG1956,10068,10.7,Different
BG1133,BG1969,10380,12.9,Different
BG1133,BG1997,10325,14,Different
BG1133,BG1999,9848,14,Different
BG1133,BG2000,10058,13,Different
BG1133,BG2032,9615,13.7,Different
BG1133,BG2035,10381,13.9,Different
BG1133,BG2036,10387,13.7,Different
BG1133,BG2046,9669,14.3,Different
BG1133,BG2047,9657,12.9,Different
BG1133,BG2048,9951,14.4,Different
BG1133,BG2053,10976,15.1,Different
BG1133,BG213,9543,22.1,Different
BG1133,BG214,9543,20.7,Different
BG1133,BG2144,9953,19,Different
BG1133,BG215,9544,21.3,Different
BG1133,BG2170,9954,16.6,Different
BG1133,BG218,9543,22.1,Different
BG1133,BG219,9539,21.7,Different
BG1133,BG222,9543,22.3,Different
BG1133,BG223,9543,21.9,Different
BG1133,BG224,9543,21.1,Different
BG1133,BG238,9678,29,Different
BG1133,BG243,9406,30.1,Different
BG1133,BG249,9627,27.7,Different
BG1133,BG254,9302,23.1,Different
BG1133,BG255,9543,23,Different
BG1133,BG258,9302,23.9,Different
BG1133,BG259,9302,24,Different
BG1133,BG263,9542,24.6,Different
BG1133,BG264,9544,24.3,Different
BG1133,BG265,9689,29.3,Different
BG1133,BG271,9543,18.7,Different
BG1133,BG272,9544,19.7,Different
BG1133,BG28,10400,31.3,Different
BG1133,BG298,9682,27.3,Different
BG1133,BG303,9682,26.3,Different
BG1133,BG307,9677,26.9,Different
BG1133,BG308,9470,27.1,Same
BG1133,BG309,9470,27.3,Same
BG1133,BG31,10506,31.3,Different
BG1133,BG310,9678,29,Different
BG1133,BG313,10493,24.7,Different
BG1133,BG314,9543,26.7,Different
BG1133,BG315,9302,25,Different
BG1133,BG316,9544,17.3,Different
BG1133,BG317,9304,17.1,Different
BG1133,BG319,10057,19.7,Different
BG1133,BG32,9302,31.9,Different
BG1133,BG321,10622,18.6,Different
BG1133,BG332,10366,23.3,Different
BG1133,BG333,9785,23.7,Different
BG1133,BG337,10357,25,Different
BG1133,BG344,9677,26.3,Same
BG1133,BG353,10023,29.1,Different
BG1133,BG354,9543,27.7,Different
BG1133,BG361,9310,27.7,Same
BG1133,BG370,9406,23.7,Different
BG1133,BG374,10395,23,Different
BG1133,BG375,10366,22.6,Different
BG1133,BG377,9688,22.4,Different
BG1133,BG379,9687,22.4,Different
BG1133,BG382,10322,21.7,Different
BG1133,BG383,9687,21.7,Different
BG1133,BG387,10366,22.1,Different
BG1133,BG392,9406,21.7,Different
BG1133,BG402,10326,20.6,Different
BG1133,BG405,9699,16,Different
BG1133,BG421,10366,21.4,Different
BG1133,BG435,9687,18.6,Different
BG1133,BG441,10365,17.6,Different
BG1133,BG442,9955,20.3,Different
BG1133,BG443,9683,15.7,Different
BG1133,BG444,9683,15.3,Different
BG1133,BG449,9543,15.4,Different
BG1133,BG453,10089,18,Different
BG1133,BG454,9694,18.3,Different
BG1133,BG455,9969,19.3,Same
BG1133,BG456,9677,19.1,Same
BG1133,BG458,10399,20.1,Different
BG1133,BG463,10372,17.3,Different
BG1133,BG465,10087,17.1,Different
BG1133,BG470,9787,18,Different
BG1133,BG473,9571,16.1,Same
BG1133,BG474,9556,16.4,Same
BG1133,BG475,10563,16.3,Same
BG1133,BG515,9437,11.6,Different
BG1133,BG517,10365,11.7,Different
BG1133,BG521,9938,12,Different
BG1133,BG533,9685,14.3,Different
BG1133,BG540,9630,14,Different
BG1133,BG541,9441,10.6,Different
BG1133,BG555,9242,10.3,Different
BG1133,BG564,9924,9.4,Different
BG1133,BG566,10049,10,Different
BG1133,BG594,9677,6.9,Different
BG1133,BG64,10081,31.6,Different
BG1133,BG65,10226,32.7,Different
BG1133,BG661,10062,7.7,Different
BG1133,BG662,10062,7.6,Different
BG1133,BG668,9629,6.4,Different
BG1133,BG670,9972,7.6,Different
BG1133,BG678,10980,5.6,Different
BG1133,BG710,9447,23.4,Different
BG1133,BG72,10247,32.1,Same
BG1133,BG74,11166,32.1,Same
BG1133,BG767,10064,7.4,Different
BG1133,BG774,10064,6.3,Different
BG1133,BG780,10570,5,Different
BG1133,BG83,9620,31.1,Different
BG1133,BG88,10506,31.1,Different
BG1133,BG948,10333,0.7,Different
BG1133,BG95,9499,31,Different
BG1133,BG952,10063,19.7,Different
BG1133,BG984,9678,0.1,Different
BG1133,BG987,10055,0.3,Different
BG1138,BG1141,12,0.4,Same
BG1138,BG1142,9915,0,Same
BG1138,BG1153,11,1,Same
BG1138,BG1165,9644,2.7,Different
BG1138,BG1173,9684,2.1,Same
BG1138,BG127,9328,30.6,Different
BG1138,BG1305,9651,4,Different
BG1138,BG1308,9586,2.7,Different
BG1138,BG1314,11,3,Same
BG1138,BG1315,75,2,Different
BG1138,BG1317,10033,3.3,Same
BG1138,BG1318,9,2.7,Same
BG1138,BG1320,9207,3.7,Same
BG1138,BG150,10011,30.1,Different
BG1138,BG1517,9451,5.1,Different
BG1138,BG1519,9451,2.9,Different
BG1138,BG1524,9581,6,Same
BG1138,BG164,9387,28.7,Different
BG1138,BG1679,9971,4.3,Different
BG1138,BG1723,9942,8,Different
BG1138,BG1850,9352,8.3,Different
BG1138,BG1956,9689,10.7,Same
BG1138,BG1969,9887,12.9,Different
BG1138,BG1997,9856,14,Different
BG1138,BG1999,9588,14,Different
BG1138,BG2000,9683,13,Same
BG1138,BG2032,9681,13.7,Different
BG1138,BG2035,9891,13.9,Different
BG1138,BG2036,9898,13.7,Different
BG1138,BG2046,9459,14.3,Different
BG1138,BG2047,9461,12.9,Different
BG1138,BG2048,9645,14.4,Different
BG1138,BG2053,10477,15.1,Different
BG1138,BG213,9387,22.1,Different
BG1138,BG214,9387,20.7,Different
BG1138,BG2144,9577,19,Different
BG1138,BG215,9388,21.3,Different
BG1138,BG2170,9568,16.6,Different
BG1138,BG218,9387,22.1,Different
BG1138,BG219,9383,21.7,Different
BG1138,BG222,9387,22.3,Different
BG1138,BG223,9387,21.9,Different
BG1138,BG224,9387,21.1,Different
BG1138,BG238,9487,29,Same
BG1138,BG243,9392,30.1,Different
BG1138,BG249,9693,27.7,Different
BG1138,BG254,39,23.1,Different
BG1138,BG255,9387,23,Different
BG1138,BG258,39,23.9,Different
BG1138,BG259,39,24,Different
BG1138,BG263,9380,24.6,Different
BG1138,BG264,9388,24.3,Different
BG1138,BG265,9498,29.3,Different
BG1138,BG271,9383,18.7,Different
BG1138,BG272,9388,19.7,Different
BG1138,BG28,10154,31.3,Different
BG1138,BG298,9492,27.3,Different
BG1138,BG303,9492,26.3,Different
BG1138,BG307,9488,26.9,Different
BG1138,BG308,9316,27.1,Different
BG1138,BG309,9316,27.3,Different
BG1138,BG31,10011,31.3,Different
BG1138,BG310,9487,29,Same
BG1138,BG313,9971,24.7,Different
BG1138,BG314,9387,26.7,Different
BG1138,BG315,39,25,Different
BG1138,BG316,9388,17.3,Different
BG1138,BG317,41,17.1,Different
BG1138,BG319,9562,19.7,Different
