id,Study,Country,Region,Site,neonatal,Year,species,ST,N50,contig_count,total_size,resistance_score,K_locus,K_type,K_locus_confidence,O_locus,O_type,O_locus_confidence
103131,KWTRP,Kenya,Eastern Africa,Site 3,neonate,2019,Klebsiella pneumoniae,ST17,398575,122,5287948,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
103132,KWTRP,Kenya,Eastern Africa,Site 3,neonate,2019,Klebsiella pneumoniae,ST17,923685,102,5288709,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
106180,KWTRP,Kenya,Eastern Africa,Site 3,neonate,2019,Klebsiella pneumoniae,ST17,310542,164,5489618,1,KL62,K62,Typeable,O1/O2v2,O2afg,Typeable
106221,KWTRP,Kenya,Eastern Africa,Site 3,neonate,2019,Klebsiella pneumoniae,ST17,406654,153,5487472,1,KL62,K62,Typeable,O1/O2v2,O2afg,Typeable
108242,KWTRP,Kenya,Eastern Africa,Site 3,neonate,2020,Klebsiella pneumoniae,ST17,200741,211,5499404,1,KL122,unknown (KL122),Typeable,O1/O2v2,O2afg,Typeable
108243,KWTRP,Kenya,Eastern Africa,Site 3,neonate,2020,Klebsiella pneumoniae,ST17,249486,196,5498829,1,KL122,unknown (KL122),Typeable,O1/O2v2,O2afg,Typeable
108297,KWTRP,Kenya,Eastern Africa,Site 3,neonate,2020,Klebsiella pneumoniae,ST17,372646,190,5498963,1,KL122,unknown (KL122),Typeable,O1/O2v2,O2afg,Typeable
108372,KWTRP,Kenya,Eastern Africa,Site 3,neonate,2020,Klebsiella pneumoniae,ST17,256367,215,5502014,1,KL122,unknown (KL122),Typeable,O1/O2v2,O2afg,Typeable
108386,KWTRP,Kenya,Eastern Africa,Site 3,neonate,2020,Klebsiella pneumoniae,ST17,209121,202,5497309,1,KL122,unknown (KL122),Typeable,O1/O2v2,O2afg,Typeable
108396,KWTRP,Kenya,Eastern Africa,Site 3,neonate,2020,Klebsiella pneumoniae,ST17,277460,214,5503474,1,KL122,unknown (KL122),Typeable,O1/O2v2,O2afg,Typeable
108403,KWTRP,Kenya,Eastern Africa,Site 3,neonate,2020,Klebsiella pneumoniae,ST17,352023,196,5500748,1,KL122,unknown (KL122),Typeable,O1/O2v2,O2afg,Typeable
